App,Category,Rating,Reviews,Installs,Type,Content Rating,Genres,Last Updated
offroad drive    x  driving game,game,3.5,2071,100000,Free,everyone,racing,2018-06-29
rope hero  vice town,game,4.4,452589,10000000,Free,mature    ,action,2018-07-01
drive  x  luxury suv jeep,game,4.2,2183,500000,Free,everyone,racing,2018-07-10
motocross mayhem,game,3.8,35171,1000000,Free,everyone,racing,2014-02-11
dino defends king     dinosaur t rex hunter games,game,3.6,182,50000,Free,teen,adventure,2018-03-01
block gun  d  haunted hollow,game,3.8,16282,1000000,Free,teen,action,2017-10-09
navy gunner shoot war  d,game,4.0,103199,10000000,Free,teen,action,2018-08-02
drift legends,game,4.2,33788,1000000,Free,everyone,racing,2018-03-29
fk  flightkid ,game,0.0,2,10,Free,everyone,action,2016-03-03
toy truck rally  d,game,4.0,301895,50000000,Free,everyone,racing,2018-05-23
pro mx motocross  ,game,3.8,25275,5000000,Free,everyone,racing,2017-08-11
frontline commando,game,4.4,1351833,10000000,Free,teen,action,2013-10-28
gun builder elite,game,4.1,88941,1000000,Free,teen,action,2016-07-26
magnum     gun custom simulator,game,4.5,16815,1000000,Free,teen,action,2018-08-04
solitaire ,game,4.6,11235,100000,Paid,everyone,card,2018-07-30
fruit ninja classic,game,4.3,85468,1000000,Paid,everyone,arcade,2018-06-08
gun club armory,game,4.2,55014,1000000,Free,teen,action,2017-12-04
armed cam gun pack,game,4.2,1012,10000,Free,teen,action,2015-01-18
mu f o ,game,5.0,2,1,Paid,everyone,arcade,2017-03-03
fo fo fish,game,3.4,5,50,Free,everyone,arcade,2015-08-25
 x  jeep racer,game,4.1,7279,1000000,Free,everyone,racing,2018-03-09
frontline terrorist battle shoot  free fps shooter,game,4.2,9183,1000000,Free,mature    ,action,2018-06-22
mad dash fo  cash,game,5.0,14,100,Free,everyone,arcade,2017-06-19
race manager fp,game,3.8,196,5000,Free,everyone,racing,2014-11-03
fp runner,game,3.7,38,1000,Free,everyone,arcade,2016-06-29
modern counter terrorist fps shoot,game,4.0,795,100000,Free,teen,action,2017-08-29
monster ride pro,game,5.0,1,10,Free,everyone,racing,2018-03-05
beboncool gamepad v   ,game,3.9,404,100000,Free,everyone,arcade,2017-08-30
modern strike online,game,4.3,834117,10000000,Free,teen,action,2018-07-30
trine    complete story,game,3.8,252,10000,Paid,teen,action,2015-02-27
modern counter terror attack   shooting game,game,4.2,340,50000,Free,mature    ,action,2017-10-27
big hunter,game,4.3,245455,10000000,Free,everyone    ,action,2018-05-31
modern counter global strike  d,game,4.1,297,50000,Free,teen,action,2018-03-28
modern counter global strike  d v ,game,4.0,368,50000,Free,everyone    ,action,2018-03-28
winter wonderland,game,4.0,1287,50000,Free,everyone,education,2013-12-18
soccer clubs logo quiz,game,4.2,21661,1000000,Free,everyone,education,2018-05-24
sid story,game,4.4,28510,500000,Free,teen,card,2018-08-01
fatal raid   no   mobile fps,game,4.3,56496,1000000,Free,teen,action,2018-08-07
poker pro fr,game,4.2,5442,100000,Free,teen,card,2018-05-22
